Tweet,Label
“@cacheayala: @AndresPaVa: Luego te enojas porque el jueves esta de #bully contigo Crees que no lee tus tweets? T minus 4:37hrs / jaja +1000,0
"fantastic post about how adults bully & how to say 'Enough!'“@miafreedman: So, I got into a fight at a bar. http://t.co/j7ZwAHc #mmia”",0
"Four Steps to Reduce Bullying That Is Happening to YOU!: Bullying can bring us down, especially if it happ... http://t.co/1A4HjTO",0
"Eu disse no feriado que tava sentindo falta do bullying da minha sala, retiro o que eu disse, galera tá fazendo muito bullying comigo :P",0
@jhaylobee bwhahaha! Bully pa rin ba? Haha! I want to see Kengkang! Ang batang may nganga sa ulo! Bwhahaha!,0
"@Sayrawr88 @SydneyGraant I bet that little twat goes around crying ""I get cyber bullied!"" after she does the same thing lol.",1
@RitaSlo @hrzebari @BrendaAsmar lmaoooo you are such a bully!,1
#canofbullies yes if they big they should hit back kids need to learn not to bully,0
@eprobst24 you are a twitter-bully...trying to get all up in my business on here,1
Frio é bullying contra os solteiros.,0
"@ge0rgiach0rlton (cont) i dont want anyone from school to know about my youtube, because at my old school they used to bully me x",1
@dwibp anjiiiiiir jleb nyes banget itu ntun ¬_¬ lu awas ya gw bully jangan minta ampun lu yah huhaaaa,0
"#notw #hacking The awkward years: Bow ties and blue dreadlocks, padded bras and bullying: w... http://t.co/EiyXU4i http://t.co/rJfCuez",0
@justinbieber YOU SHOULD KNOW THAT @ibiebercock ALWAYS DEFENDS YOU. YOU HELPED HER GO THROUGHJ BULLYING! :),1
"@Cleyciann Cley, bullying corretivo na @ThaamyrisBrito!",0
"MAN SAID IN VAUXHALL SOME BLACK YOUTS ARE DRIVING A BULLY VAN PLAYIN ""BAD BOYS"" AHAHAAHAHA",0
@MirelaLaden Diz: Vooc magra desse Jeito Sofria Bulling Magina eu qe so gordinha uhsauhsahuuhsahuas' Euri teamodoro viiu !,0
"acabei de terminar a redação de portugues, o assunto era bullying, adivinha?? o nome: DEMI LOVATO estava la mais uma vez kkkkkkkk",0
"are bully sticks for dogs safe: 

are bully sticks for dogs safe

are bully sticks for dogs safe Get healthy and... http://t.co/Oh6ial1",0
LOVE is LOUDER then bullying&lt;3,0
To all those people that been bullied don't worry your time to shine will come #WhosLaughingNOW!,0
"Alias, o termo ""homofobia"" tem sido usado em grande exagero, assim como o Bullying.",0
"Todo mundo sofreu bullying, tem homem grávido, teve gente que foi abusada sexualmente, gente que ressuscitou... http://t.co/C504a6s",0
A Lua blanco já sofreu bullying na escola hoje é mega famosa um exemplo de diwa u_u,0
"""Were you ever bullied?  If so, how did you deal with it?I guess so haha I would get food thrown at me lik… (cont) http://t.co/hm0uu3s",0
@the_denny11 ohhh moseco ituuu!!! wuwuwuwu!! Iya iya gua kepedean. dari tadi gua ga di bully. Wuu! *nangis di pojokkan*,0
"Esse povo da sala só me difama, sofro mt bullying mano ): KKK",0
"El Bullying no es nuevo, asi es como uno aprende a defenderse, dejen de criar niños lelos!! Suficiente tienen con lo que ven en la TV!!",0
A @Thiifany_ ta fazendo bullying com a @mariimarqs_ chamando ela de balao,0
Cameron mustnt let the police top brass bully him into silence ... http://t.co/1fOx4Br,0
@camilla__l   opa  é bulling,0
@BBReturns don't let people bully the twins k?,0
@CatalanCars Wajajajaja. Recuerda que estás solo allá en Serena. Así que podemos hacerte bullying a ti. jajajaja. nah.,0
watching bully beatdown,0
"@bassemshow  http://t.co/hcY7pGn  Did you saw this ? what do you think about it ,, first time to see someone bully you on air !!!!!!!!!!",1
"Bocah ""@EkkyRefinaldi:  #cumadimelati bisa bully anak kecil cc: @fajarpriandhika ahahaha""",0
"Photo: › Tell me about that time when you were being bullied… What is that feeling like, for someone who’s... http://tumblr.com/xrw3z15uin",0
"assunto no programa do Jô agora é bullying, ou seja, estão todos se bulinando lá JDOIASJIODJAODJSOJO QUE MERDA DE PIADA",0
"""from guaranteed sex to being bullied by 8 year olds"" #inbetweenersmarathon",0
"@SophiaFans_   , a Márcinha ta sofrendo Bullying !",0
El acoso cuentas como bullying?,0
"@Sharks_Allen alie 2 me it depends on the situation, u direct certain people u get called a bully but certain people need 2 know",0
"@Price_21 wtf! Nothing to do with me! Nadim and christian, I was to busy bullying jake :P",1
Help me #parawhores :((((( they are bullying meeee,1
Frio é bullying contra os solteiros. http://t.co/79vVpNx,0
Não é bullying se eu te quebrar inteira e dizer que estava brincando de jogos mortais. http://t.co/lxU68NK,0
@G_Morales01 :O BULLY! :'(,1
@AdgeJona she's brave. i will never write my bullying story on twitter. no one knows.,0
"Dou um empurrão em uma pessoa, isso se chama : - › EU : Empurrão. › › SOCIEDADE : Bullying ! http://t.co/09hVKp5",0
“@FEEFEEPR: i told u yo rappers dnt rt me cos deyy scared” industry bully!,1
@Gunner1331 @lowsoonhuat OF COURSE I WON'T CRY WHEN I BULLY YOU.,0
"Preciso fazer um script de 10 minutos sobre bullying, Morra língua portuguesa ; Morra Professora !",0
@Dyenomite whoa. seriously? what a bully.,1
Espero que ele fique bem! E que isso sirva de exemplo para todos ficarem em alerta em relação as práticas de bullying... o quanto é perigoso,0
@azharyogaswara mana arsenal lo ry? Cuman jadi bahan bully an wkakaka,0
@PrimoNids ahora #BULLYING por twitter,0
só eu acho esse comercial sobre bullying mto tosco?,0
Workplace Bullying Made Simple Spanish - YouTube: Workplace Bullying Made Simple Spanish Preview.www.youtube.com... http://t.co/i6UJvCD,0
@SalomeAnjari pero Salitooo! toy muerto de hambre T-T!! bullying involuntario XD,0
@MacaLofish_UC  oajoajoajajo creo que todos me hacen bullying porr no tomar ojaojaojaoajoajoja,0
"achei alguém que tá pior que eu no twitter. mas não vou falar quem, isso já é bullying",0
"@MBachmann4Pres There's nothing to change, nor to debate. You need to get a grip and stop bullying people.",1
@yrgreatestluv @Francispiration ya la u everyday bully him sia......,1
@bellathorne143 bella tweet for me?? i suffer bullying,1
I had to turn that Melo game OFF....i felt like Lebron was my little brother and he was gettin bullied....i couldnt watch anymore,0
@ivicong ikaw nga bully diyan eh. CROOK!,0
acordamos agora vo fazer bullying com o @brunons5,0
You are a bully!!! No I don't like it!!,1
"Pretty awesome day thus far. Didn't do anything at work, had an awesome workout, and came home to my faaaavorite episode of bully beatdown!",0
“@LauLozz: @varo_arce @jergass qué mala onda eres alvarITO” // Jajajaja Lau me hace bullying diciendo mi nombre en diminutivo! #Noesdedios,0
só tem bullying na cozinha,0
@Mariana_gmez Sin amistad no hay bulling,0
@CoreyHutchins What is the context of this quote? More bullying of the media? http://t.co/oNuLRf8,0
"http://t.co/tpAmOJs vía @youtube
Muy penoso el video Demi cuenta su experiencia con Bullying Lus #Lovaticos siempre estaremos con ella !!",0
"Tau ter Bully gk? Ya maneh itu!! =))@afiifahrahmi: @fadhilmp tau jahaaat ga sih ? Ya maneh itu !!!!!""",0
@JohnCena  dude I'm getting bullied and I can't tell or they'll beat me up but I can ask for your help see no one knows I'm talking to u and,1
I'm in a bad mode so if I snap at you sorry. Chad and I had a huge fight so just be nice and please stop the bullying.,0
David Arquette Reveals His Daughter Coco Has Been Bullied  http://t.co/rXQOEXc,1
"o @victtorgomess tá praticando bullying comigo, é! u_u",0
@cltorreo bullying futbolero,0
#SelfDefense The Best Martial Art for stopping Bullying http://t.co/cQajVOl,0
I just see pure bully vans going towards totty cambridge/ edmonton sides boy,0
omg! @KissMyASSley & @OmgitsFlenoid are making fun of me and my sleeping habits :( i'm feeling unloved and cyber-bullied!,1
"19 children, 24 adults & 6 pets sheltered. With school in session, now is the time to discuss bullying: http://ow.ly/6btbj",0
"The Cruelty Crisis: Bullying Isn't a School Problem, It's a National Pastime | Psychology Today http://t.co/IhjTjnh",0
Frio é bullying contra os solteiros. http://t.co/qATI3Jw,0
"@SkittleElena You little bully. [Smirks wickedly] In that case, you might just get one soon.",1
Não é bullying se eu te quebrar inteiro e dizer que estava brincando de jogos mortais. http://t.co/3jJrpJP,0
@luisfer9 bullying 4 (te quedan 5) CC. @omarclh,0
"@Warbler__Blaine yeah i came 2 days ago,started getting bullied the first day-looks up slightly-",1
Stand up nd do sumthen lol a bully favorite line,0
Recognizing And Dealing With Bullying In The Workplace http://bit.ly/oEsZ5M,0
@ourloveshines véndate la mano y así le haces bullying a alguien en el colegio y le dices que escriba por ti porque no puedes D1 askldj xd,0
@RisssRattt90 your a bully.,1
"@Jilltweety OMG Darryn has to go, I feel ill everytime he exposes that gross body of his and he's nasty and bullying #BigBrother",1
"hoje o idiota do Marcos fez bullying com o Rodrigo na sala, pqp fiquei mt brava",0
Lmao @_HimOverThere5 is a bully,1
"""Seu merda"" - ""Isso é bullying"" - ""Só se for com a merda""",0
It's so funny when the bully meets their match!!!,0
"@DavidJChalmers He'll be good at stopping teams bullying #afc, effective against likes of Stoke. But Cahill could have done that too.",0
@Wolf_Quill I've seen a lot of people switch schools because of bullying but I decided I didn't want to be one of them,1
"ITS GOIN DWN ""BEDROOM BULLY"" STYLE #AUG20THCLUBGRAVITY ER'1 FREE B4 12AM & $10 ADV TIXX http://twitpic.com/6266zb MUSIC BY @ShockwavEDTN",0
"I'm a girl who deals with bad acne, weight issues and low self esteem. I get bullied everyday by people and... http://t.co/Kb126cQ",1
"Read my response to ""Have you ever Been bullied at school?"": http://t.co/izEDL9q",0
The Bully at Work: What You Can Do to Stop the Hurt and Reclaim Your Dignity on the Job http://dlvr.it/bn8wZ,0
"Alicia has just given a shit about bullying & Animal abuse. Give a Shit at Give-a-Shit.org
#giveashit",0
@fancyfirda radio apa sih cyin? doyan amat lo bully..,0
ME DAR UNFOLLOW ENQUANDO ESTOU DORMINDO É BULLING VIU...,0
@KangHsien @HAHAHEHETEHEE get lost la you :( so xia sway i kena bullied by a pig :/,0
Novo post! [para rir] Bullying até no universo Marvel: Vi no Bloog do MazzaCalango doido do cerrado http://t.co/gZnCRj6,0
@pradnyaniputry Bukan di sayang tapi selalu kena marah sama ke bully sama keluarga ka. Malah kaka aku yang paling di sayangin..,0
clima de bullying nesse twitter kk,0
@itsfl4cko jajajajajaja mala onda! me haces bullying :c ya veras cuando hagamos cambio de roles YA VERAS!! ajajajaja,0
Sofro bullying da câmera fotográfica.,0
@MorganMcClain she need to switch her bully game up its 2011 and she still cussing out people,1
"Mi teacher esta en contra del bullying, pero ¡ah como le encanta burlarse de Ninel Conde!",0
"Kamilla ta lutando contra as formigas e catitas da cozinha, ''ant bullying'' Garota Baygon @kamillacms",0
Not liking how @NikkiHesford is making me out to be a bully! 'who constantly tweets me criticism' did your mum tell you it's wrong to lie?!,1
@AnaCmello @Miih_Pattz @boluiza @andressagg_ @danydemoura  Tbm sofro desse Bullying!!!!,0
"@MiinT tweeting her saying she's ugly, a whore and that she should go burn in hell is bullying though. I know TrollJunes hasn't said that",1
CLICK 4 DETAILS -&gt; http://t.co/Nwybqhp ALL ROADS LEAD TO #WILDBULL THIS THURSDAY HOSTED BY @ITSMRHOODSTAR (EVERYONE 5$) &lt;- SPREAD THE WORD,0
Dude on bully beatdown is super wild!,0
#youknowuwrong if u bullied any of the @ICONicBoyz,0
"@CraigyAnderson Generally, they seem to be kids who were bullied at school, who enjoy the sense of power a high-vis jacket gives them.",0
SO @imBOld  BULLIED ME INTO CLEANING THE BATHTUB [SNOOTYBOOTY,1
@Mo_Habet08 prometo ya no ser bully jajajajaa...,0
@DramaTweetBrad Whatever you bully!,1
@boushh2187 Have they not read the books in book 5 when James was bullying Snape? I was sad when I read that.,0
"@gabidecastro @depastore bullying com a dé e]~wçeç]w~çe]w]w~çe]w~eç tadinha ela deve ta com fome gabi, ai fala essas coisa",0
"matamoros es un bully, bien mila! #salvame",0
"@wu_fei actually I just realized, this isn't Running Man and Kwangsoo is still being bullied. lol. D: noooooo kwangsoo :'(",1
"serio, falsidade é bullying",0
Stonewall are looking for young people aged 16-18 who have you experienced homophobic bullying and would be... http://t.co/5cD3yo4,0
Update News &gt;&gt; Rebecca Black 'Friday' Star Drops Out of School Due to Bullying http://bit.ly/qjDBGF,0
"But seriously, I hate Angelica! Dumb bitch always bullying Tommy, Chuckie, Phil & Lil. She be salty as shit when Susie comes shut shit DOWN!",0
To sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu. http://tumblr.com/xtw3ycohnb,0
@_AyeEsAychAye lol. Ok asha. I'm not being a bully.,1
Lloyd Banks - Big Bully .. My Son Reallly Went Off,0
"Rapaz, fui ver um trecho desaa novela da globo e o caio castro já ta praticando o tal do bullying com a mãe ,mo triste",0
Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro.,0
Ai o Bullying é permitidíssimo!! http://t.co/DnTr0tu,0
"@ilDavincho Tiene 2 opciones: superarlo o dejarse caer por ello // #TrollStyle -&gt; Debería ir al programa ""The Bully Beatdown"" :P",0
@MadaraNuggets amigo que é amigo aguenta o bullying.,0
@MLopezSanMartin ...y asi le fue en el bullying a la Gordillo; como que no le favorecieron los resultados...,0
"vou fazer teatro no final do ano , HAHA sou a mais feliz , e vai ser sobre Bullying",0
@matthewsays_ cada episódio matam ele de uma maneira diferente HAHA isso é bullying Q,0
@shannnesee Got! You always bully me. :&lt;,1
@ian_ianization Hi ian! I everyday watch your show leh!! Dont bully ahya and zhiyong!! Dont join gang and lijie chou nu ren! &lt;3,1
"@mrshananto punya prinsip, mengenal diri sendiri ή percaya diri. Kunci sukses aq nga ikut2tan bully ato gank nga beres waktu sekolahan",0
@AntoineVillasBo what happen to your life? what makes it shitty? so you've been bullying? goodgood.  huhuhuhu.,1
"NOSSA, EU FICO 1 SEMANA SEM ENTRAR NO TWITTER DE TARDE, E QUANDO VOLTO JA COMEÇA O BULLYING @carolis_m",0
"@iSelenaNerd your pizza look so good, and i love see you happy, i hate when a person gets bullied, because i know the feeling, and it hurts.",0
@glutenfreegirl - It constantly amazes me how big a problem bullying still is. Kudos for writing your post!,0
Bullying incidents nearly quadruple in Nashua schools - Nashua Telegraph: Bullying incidents nearly quadruple in... http://t.co/lLAno5V,0
U_U Le hacemos bulling a Laurita U_U,0
@odairu vc sofreu bullying pq?,0
Meu pescoço deve ser mini pescoço D: porque eu to sofrendo bullying neesse exato momento HAUHAUAHUHUAHAUHAU,0
“@BayouBadBoy: @DCLAUDE87 university of Phoenix” yea son they will bully you at university Of Phoenix! Lol,0
@mrssamirnasri @SRamsey0909 looooool how do I bully you shyyy? and the random 9 yr old started it! hahahaaa,1
"half birthday on Saturday....bully for ME, picked up a shift at work that night",0
professora to sofrendo bullying tao me chamano de cara rachada,0
El gobierno es seco para el Bullying,0
&lt;---- bully !,0
"Tw nggak si kak..gra"" ngbelain kk yg d'bully sma antis..kta pn jga ikut d'bully ..ap kk nggak ksian ap sma kta?? @ilhamfauzie",0
@Mah_DamaroCB kkkkkkkkk tadinho do theu ): sofre bullying em casa é ?,0
Fathers can have such an impact to help their Son or daughter through a School Bullying situation #fathers #twitterdads #family,0
Um encontro e um bate papo sobre Bullying on Twitpic: http://t.co/udxW8Cl via @AddThis,0
@delphie94 likedat treat me lo u... My throat dam hurt. Don't bully leh :(((( okay lo meet u... So far again -.- zomg,0
"Se você tem problemas com bullying, compre um cafeteira.",0
Please don't bully @shfly3424...kkkk,1
@JujuFern_ sofrimento? Ele se jogou por causa do bullying eu ja estudei ai e sei como funciona as coisas tem muita gente ma ali,0
@yasmimcaci @Bferrarii PAREM DE FAZER BULLYING COMIGO =( UHAHUAH BANDO DE PRETO,0
Attended a session on bullying and cyberbullying.  Well worth the time!,0
o frio é bullying contra os solteiros. u-u,0
#ebz Oh gather round me bully boys  And I'll zing you a zong  Of the windless waveless sunless Ze... http://t.co/mXNQLjV,0
Bully Tools 92312 24-Inch Lawn reviews http://t.co/5EfSF6w,0
"Today, 17 teens will take their own lives due to bullying. http://t.co/T6k6BRP",0
"Read my response to ""Você já sofreu bullying?"": http://t.co/t5zUUJ1",0
"And on top of all the shit that's happened already, I think I'm ALREADY being fucking bullied -_- Btw, it's only 7 days into skool -_- #FML",1
Bullying felino http://t.co/h3lUhN7,0
"@karenkrein a ñ bi ixo é bullying !!! A tri
Mas eu tô ligado infelizmente já vi vários pior q eles tm msmo 7;/",0
@T__Lourdes aww hugss loool u was bullying me not long ago,1
é o bullying mental!,0
I ain't even big enough to be a bully,1
"@ABYmonster @kesleylim @nicollette_ ya lor equals to bully alr. Haha kes, aby misses you!",0
@laressays isso é bullying,0
"O sofredor de bullying de hoje, é o mais bem pago de amanhã.",0
sabe pq todo mundo fala do curintia? Bullying. Os mais fortes sempre gostam de zuar os mais fracos. ;),0
@terryjr91 Yeah. Mostly it was this one guy who verbally bullied me at school and on my LiveJournal/everywhere online.,1
@_VickySecret_ lol. I'll bully u!,0
"Kiosked selected as White Bull 2011 Bully Award finalist, see http://t.co/W8hbg4N",0
Frio é bullying contra os solteiros.,0
@Die_Reyes BBF (Best Bully's Forever) ILoveYou:*,0
Hey @timoshei! Did you get my email a little while ago about the anti-bullying campaign? I havent heard anything back yet.,0
@hsoferr you are DEFINATELY not a bully! These people be trippin',0
"@NoArtieNoParty Yeah yeah yeah, you cyber bully.",1
Did you get to meet Reiko? I bet she was quite a bully.,0
"@mateosstory Thanks! I think he deserves most of the credit. He did fear bullies, but found his school has anti bully culture from top down.",0
@KyTuck @timmyblog @Im_Allen the wonders of cyber-bullying!,0
@Alnitak10 @Srta_Kruger ajajaja uta y pk llorai? menos mal que el bullying era pa mi ah xDDD,0
@LaurenALBoswell Go away! Bully! &lt;3,1
If u go outside u must be tryna get pushed around like a bully lol,0
@utaunenami_bot Is it okay that I punch every guys who is bullying you? :),1
"@beliebers_teen é bullying por que quando tem ing é sempre no final, maior frescura dos americano :S",0
"Najis dah !! SB mulutnya pada Ember bocor bgt ,, Masa banyak bgt yg Mention ke ka ilham + bilangin klo ka ilham mau di Bully sama Sb ..",0
@ArianaGrande What do you think of bullying?,0
"Niñas, reinas del “bullying” en escuelas privadas - El Universal - DF - http://t.co/yTRultW",0
News from the Blog:  Workplace Investigations – Harassment & Bullying http://t.co/LesKc0V http://t.co/4BKezNB,0
@MonicaLuck jajajajajjajaja tu eres la #BULLY jajajajaajja C:,0
Bullying depois de velho é nóis! ahhahahahhaha http://t.co/mYCPcJJ,0
"""@SouthBully:  : AYE!!!! by SOUTH BULLY. Play: http://t.co/4JpPHvz"" Atl street anthem @DefJamRecords @WakaFlockaBSM @gucci1017 @2chainz",0
Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/s7rSzI8,0
Frio é bullying contra solteiros :( KALSASLASLLSALSLA',0
@OoohNicole Your a bully xD,1
":O lol, i'm no bully!  @NiNoBlakk2x",1
"So after they take that classs , they still bully? #Smh! Oh fuck no! They got the Lil'Girl :O #nowimmad!! ]:&lt;",1
Thought @PerezHilton was gonna stop being a bully #journalistnotacritic #hater,1
@bellathorne143 BULLYING WE'LL STOP IT!!! http://t.co/2bNDKrD,0
Si mjjeje itu di bully di MV Balloon. Omfg cuteness overload. Yaong! :3,0
While One Of My Besties Is Showing Sympathy The Other One Is Trying To Call Me A Bully..!!!,1
"@WilkinsonLuke yeahh, i bully you.. of course ;) no cause i dont... nah, i just couldn't be bothered #awk",1
@ItsmeBreandan  Whats wrong with Ballymun???. Apart from the fact that decent residents there are being bullied by D.C.C and B.R.L,0
Lmfao he stole ur girl so u put him on bully beatdown...,0
I won the HELPING HAND achievement in Bully: Scholarship Edition for 24 trueachievement points - http://tinyurl.com/6do3bqe,0
SEPH ofrece asistencia especializada en casos de Bullying. http://t.co/5Eeg6Gr /via @wordpressdotcom,0
Moda do momento/como se fazer de coitadinho: Eu sofri bullying na escola. buááááá...,0
@valefpd pero al q le hicieron bullying fue a mi poos :C ahahha oye si es rico el catchow viene rellenas con pescado 1313 asiq perfect ojajo,0
"@kawann_12 being ah bully , ha ga cant beat nobodt up !",1
Rebecca Black Quits Middle School After Bullying http://t.co/Aq51ECt,1
"""Bullying""is a reality. And there's a lot we all can do by just smiling and caring about people. We can stop people from dying! @DarrenCriss",0
"@dj_zense te creo, esparate que estoy witriando! #bulling",0
#StrongHeart Evil Kyu is on roll. bullying Hyuk xD,1
@SquirtGG lmbo true patience is not in bully vocab,0
@1AndyJonas #Bullying....,0
Lmaoo treasure searched for a cyber bullying video,0
@xLilStarx @AlexisJordan I'd say pro-labor as they call themselves engender the most bullying as they're weak & bully the people themselves.,1
"Read my response to ""Sofre bullying?"": http://t.co/kUGAGZq",0
isso é bullying? KKKKKKK,0
"@Ooooh_NaNa @_lovejade 
lol im to short to b a bully. lol",1
The Bully Project Trailer 2012 HD http://t.co/17dY3Qt,0
@TheCodySimpson u care sooo much for people who get bullied everyday like me plzz retweett,1
tava conversando sobre os tempo de escola e um amigo meu acabou por me fazer perceber q eu praticava 'bullying indireto' com os profs. omg!,0
"@mel_star90 i'm getting bullied about my phone, :/ lol need to do something about it sooon! lol",1
"Dear people who use to bully me, when you hear my name hope it gives you hell, hope it gives you hell. Sincerely, me. #WTAT",1
POLÍTICA: Câmara aprova Programa Trote Solidário Cidade e Combate ao Bullying http://t.co/uKErp0P,0
"Olha que absurdo, na minha escola pode ir de chinelo de qualquer marca, menos Havainas, isso é preconceito, Bullying.!! kkk",0
"@rawrrrdeep @cReems_10 san, your fat hubby of a hathi is bullying me :'( fat hathisaouros!!!!",1
Mir complaining 87line bullying him ! HOW CUTE !,1
Sofro Bullying por ser Corinthiana.,0
I liked a @YouTube video http://t.co/Tjzc6qN Jessica Jarrell Bullying,0
Getting bullied by your boyfriend.,0
"Stress,cyber bullies,crying every night,holding a secret,about to blow = uh oh...that was me",1
#iwasthatkid. That everyone hated /bullied and made fun of I never understood why but some how made it. DON'T GIVE UP!,1
The ugly road to bullying. http://t.co/I3MSUlW,0
El bullying se incrementa en escuelas de Poza Rica: Profesores de nivel primaria y secundaria coinciden que la v... http://t.co/qmxY516,0
VMA's Im here now Oh yes Just bullied this TV,0
Bully beatdown jkhsjahsjahsjahsja,0
"Agora sim voçês vão descobrir o real sentindo da palavra Bullying, -KKKK,",0
@bullysteria @12_Princesas aaaaauuuuuush animo Bully!! eres el mejor principe y asi ;),0
@106andpark #If I Ruled The World Everybody that was bullied wouldnt be anymore. :),0
Bullying nesse povo que fica causando na Paulista pedindo o fim do bullying!,0
"AGORA SE PREPARA PRO BULLYING TOTAL, MEU QUERIDO.. 324 NÃO LARGARÁ DO SEU PÉ",0
"Your music gets bullied
Your girl gets bullied
Your radio gets bullied
Your club get bullied
You get bullied
The whole world get bullied",0
Reblog if you are against bullying - › this must have more notes http://t.co/vzDqKfp,0
The Cirque Du Freak Set Looks Like The Bully Game,0
"""@Tata_YO: No hay nada mejor que molestar a @natContrerasT y aparte que me haga caso haha// eso es BULLYING !",0
Yes a midget kicked me.....felt like a bulldozer shoved me,0
Frio é bullying contra os solteiros,0
"Maksud deh si nida -____- masa foto nya di tag ke gue , minta di bully dia -___________-",0
"""Pe Lu mostra que é bom no futebol, e Thomas revela ter sofrido bullying"" http://t.co/tnpnO29",0
"""@rexsanchez: El niño genio de la UDLAP renuncio a la carrera por el bulling de fernando rivera"" es neta????",0
@MindGrowth &lt; biggest bully alive .. :(,1
Lmao why did me and Char just bully andre in to buying us waters,1
I hate writers block. Like there is so much that I know about bullying being bad but I can't put in in words -__-.,0
"coitado do meu irmão, ele sofre #bullying auhsuahsuhaush",0
@AmandaVsc26 @nxavieer ain jésus viu UAHUAHSUASHAUSA to sefrendo bulling agr KKKK,0
Sofrendo bullying por ter vindo de cidade pequena.,0
@_camila_diniz olha o bullying cameeeeel hahhahahahah,0
"@sophiabush follow me, and spread the word to people I am trying to get the message of anti bullying out! Please help me,I cant do it alone!",0
"I'm not against rap. I am not against hip-hop. I am against bigotry and inciting violence, rape and bullying.",0
@RichhRumors plz dnt tell me u a twitter bully lol,1
The Bully at Work: What You Can Do to Stop the Hurt and Reclaim Your Dignity on the Job http://dlvr.it/bn8wZ,0
"@OrgulhoPedroN Af que bullying, meu pai é um animal , mas nao precisa jogar na cara naum '-' Sua chata ...era um animal ?kkkkkkkkkkkkkkkkkkk",0
@KayyP34 . On Monday plss don't bully me ! Ahaa,0
#NEWS Defeat the Label are honored to have @MileyCyrus and Cody Simpson as support to stop bullying.  http://t.co/ToRwzId,0
agora sim : que comece o bullying,0
#Bullies When Bullies Attack What does your child do when every http://t.co/rvbV5NG,0
#News :- 'Financial Services Compensation Scheme reprimanded for bullying ...' http://t.co/BjO7XU2,0
Thompson School District has a new website to support our community in dealing with bullying and cyberbullying.  Check it out!,0
eu já to sofrendo bullying --' haha @ba_previde,0
"Glad to be back home! I missed my bed (as stated earlier)! & I finally have fast internet & cable! Oh, & (bullying) my mother.. LOL",1
6 - Eu ja sofri Bullying por causa dos meninos =\ DavidMauroCesarRicardo,0
Grieving Mom Forms Group To 'Rise Above' Bullying Environments (NBC) http://t.co/pmUr55B #news #Columbus,0
Não é bullying se você vai forçar o meme...,0
"if you are proud to be from birmingham help spread condemnation of any rioting/looting tonight - proud of @astonvilla, proud of @Bullring!",0
"@allweknowisamy I do not live on a farm! xD Ugh, you're such a bully. I don't even sound like a farmer?! :L",1
"Por que sempre que a Jesse J vai cantar, sempre entra aquele homem falando? Isso é bully",0
"“@camilabrilhant: @tauanamoletta @alyssandra_ Genten, convivo com a Lentícia, tenham paciência :(( IUHAIEUHUAIEH” olha o bullying -.-",0
ain gnt eu fico mt puta com quem pratica bullying namoral,0
Chamar o melhor amigo de feio é bullying,0
@twinkz_fasho yes he his lol shit he bully his own mama lol,1
"Even Psychology Today got attacked for ""Bullying."" How can we make ANY progress if mere information is accused of... http://t.co/ilzXk2L",0
@hsujunhao why you all bullying him?? #chinstopcrying #kohchincries,1
"@Amelia_Loves_U Wow kid, you need to'stop, bullying Perry. That's just...wrong on so many levels..",1
"VIU GENTE, É ISSO QUE O @jojicozzolino SEMPRE DIZ ""@victoroliveira: Não é bullying, é sinceridade.""",0
@simonpegg isn't the whole mag just bullying?! It's like a bitch you can keep in your handbag,0
@Tasha_JessieJxx thing and then it was gonna kill me and i woke up..... hahah im not a pussy you just scared me shitless heheh you bully! xx,1
played the song 'Another face in the Crowd' by Clockwork Bully on @myspace http://t.co/j7bHeDp,0
"to fazendoo os temas de artes,aii qe sacoo,tem que fazer um desenho sobre bullying;ninguem merece -.-",0
@BellaGarrettFan Please go like the facebook page to help stop bullying http://t.co/3QI4W52,0
Rebecca Black Forced to Be Homeschooled Due to School Bullying … http://t.co/fIeKRXI,1
Titanium by @davidguetta and @siamusic would make an awesome anti bullying song haha :) #fb,0
4. I get bullied.,1
"So like i'm so sick off these girls bullying me, just makes me wish there was no such thing as bullies or school. :(",1
"Never be bullied into silence. Never allow yourself to be made a victim. ""Accept no one's definition of your life; define yourself."" #quote",0
feel like Im gettin bullied into babysitting tomorrow night so my sister can go get laid. absolute bullshit. Not sure what 2 do @cruzinruby,1
OG bully look dog,0
"Dulu saya jd korban verbal bullying, saya diem aja. Pas mrk beralih ke fisik saya ngelawan dan mrk kalah. Think twice b4 u touch my skin :))",0
"Read my response to ""Ano ba talaga si Cristopher Lao? Bobo/Tanga o Batang na-cyber bully lang o sadyang hindi lang…"": http://t.co/E7AbPpr",0
@DyamondNDaRough Protect Me from The bully imma Be In The Bully Protection Program they gon change my name and move me to alaska Ctfupppp,1
Gostei muito do que o cantor @justinbieber  fez ao colcar o menino #CaseyHernes no palaco pra cantar com ele! DIGA NÃO AO BULLYING,0
"I'm sorta scared for Vinny in high school. He was bullied for wanting to dance, but most likely that's over.... http://t.co/sIinaWs",1
@xMarkHenry @xzackryder @xnattiebynature -_-he is a bully ugh! God,1
@kalualonso @panchomoragas @drigoigo paren de hacerle bullying a mi amiga!!!!!,0
I'm being bullied!! @WetDreams14 @LucienChristian @Future_MD @MJEM989 @byrd8901,1
